X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,email,date_updated,dis_status,POINT_X,POINT_Y
-118.261183056094,33.8436280670767,21981,HSIP Freedom Gnis_cultural_fe,1733009,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,South Bay Pavilion At Carson Shopping Center,,,,,,,,,,24235,,,http://egis3.lacounty.gov/lms/?p=24235,publish,33.8436281,-118.261183,,2010/11/01 19:50:56+00,,6482357.64933738,1765576.10167056
-118.311460555681,33.7558509673942,21983,HSIP Freedom Gnis_cultural_fe,1733014,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Terrace At South Bay Shopping Center,,,,,,,,,,24237,,,http://egis3.lacounty.gov/lms/?p=24237,publish,33.755851,-118.3114605,,2010/11/01 19:50:56+00,,6466991.09083173,1733675.25143039
-118.134233955916,33.8491825669844,21984,HSIP Freedom Gnis_cultural_fe,1733043,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Sycamore Plaza Shopping Center,,,,,,,,,,24238,,,http://egis3.lacounty.gov/lms/?p=24238,publish,33.8491826,-118.1342339,,2010/11/01 19:50:56+00,,6520910.5797773,1767521.70014156
-118.012842056299,33.918069067194,21985,HSIP Freedom Gnis_cultural_fe,1732125,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Crossroad Shopping Center,,,,,,,,,,24239,,,http://egis3.lacounty.gov/lms/?p=24239,publish,33.9180691,-118.012842,,2010/11/01 19:50:56+00,,6557774.09528898,1792564.18450531
-117.995341456763,33.918068967063,21986,HSIP Freedom Gnis_cultural_fe,1732128,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Green Hills Plaza Shopping Center,,,,,,,,,,24240,,,http://egis3.lacounty.gov/lms/?p=24240,publish,33.918069,-117.9953414,,2010/11/01 19:50:56+00,,6563083.74083763,1792563.93220922
-118.064230956522,33.8322376675183,21987,HSIP Freedom Gnis_cultural_fe,1732132,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Hawaiian Gardens Square Shopping Center,,,,,,,,,,24241,,,http://egis3.lacounty.gov/lms/?p=24241,publish,33.8322377,-118.0642309,,2010/11/01 19:50:56+00,,6542162.85256138,1761334.03502348
-118.177293056238,33.9697363668379,21988,HSIP Freedom Gnis_cultural_fe,1732204,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Bell Shopping Center,,,,,,,,,,24242,,,http://egis3.lacounty.gov/lms/?p=24242,publish,33.9697364,-118.177293,,2010/11/01 19:50:56+00,,6507913.19501098,1811414.20881306
-118.223126856185,33.8952937675074,21992,HSIP Freedom Gnis_cultural_fe,1732241,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Compton Towne Center Shopping Center,,,,,,,,,,24246,,,http://egis3.lacounty.gov/lms/?p=24246,publish,33.8952938,-118.2231268,,2010/11/01 19:50:56+00,,6493955.78099672,1784350.62941015
-118.311182855709,33.7614064674743,21993,HSIP Freedom Gnis_cultural_fe,1733027,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Westmont Plaza Shopping Center,,,,,,,,,,24247,,,http://egis3.lacounty.gov/lms/?p=24247,publish,33.7614065,-118.3111828,,2010/11/01 19:50:56+00,,6467081.7661753,1735696.78971015
-118.1845135562,33.8386276670621,21994,HSIP Freedom Gnis_cultural_fe,1733030,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Bixby Knolls Shopping Center,,,,,,,,,,24248,,,http://egis3.lacounty.gov/lms/?p=24248,publish,33.8386277,-118.1845135,,2010/11/01 19:50:56+00,,6505636.28191389,1763704.71564956
-118.159234856421,33.8464050677349,21995,HSIP Freedom Gnis_cultural_fe,1733032,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Color Corner Shopping Center,,,,,,,,,,24249,,,http://egis3.lacounty.gov/lms/?p=24249,publish,33.8464051,-118.1592348,,2010/11/01 19:50:56+00,,6513317.5300028,1766521.98068431
-118.300350855531,33.8733490668117,21998,HSIP Freedom Gnis_cultural_fe,1733510,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Gardena Gateway Shopping Center,,,,,,,,,,24253,,,http://egis3.lacounty.gov/lms/?p=24253,publish,33.8733491,-118.3003508,,2010/11/01 19:50:56+00,,6470496.02935989,1776425.48745206
-118.083677656905,33.9041810669328,22001,HSIP Freedom Gnis_cultural_fe,1724437,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Norwalk Town Square Shopping Center,,,,,,,,,,24257,,,http://egis3.lacounty.gov/lms/?p=24257,publish,33.9041811,-118.0836776,,2010/11/01 19:50:56+00,,6536278.51688914,1787520.34059039
-118.308127055662,33.7366849675548,22002,HSIP Freedom Gnis_cultural_fe,1733546,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Weymouth Corner Shopping Center,,,,,,,,,,24258,,,http://egis3.lacounty.gov/lms/?p=24258,publish,33.736685,-118.308127,,2010/11/01 19:50:56+00,,6467983.03963523,1726697.07969123
-118.049510456337,33.9405690674463,22004,HSIP Freedom Gnis_cultural_fe,1724461,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Santa Fe Springs Mall Shopping Center,,,,,,,,,,24260,,,http://egis3.lacounty.gov/lms/?p=24260,publish,33.9405691,-118.0495104,,2010/11/01 19:50:56+00,,6546653.01221623,1800755.88826622
-118.088400856031,33.9475136668892,22005,HSIP Freedom Gnis_cultural_fe,1724465,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Santa Fe Springs Promenade Shopping Center,,,,,,,,,,24261,,,http://egis3.lacounty.gov/lms/?p=24261,publish,33.9475137,-118.0884008,,2010/11/01 19:50:56+00,,6534859.13915047,1803291.27131881
-118.163403356042,33.9494587672389,22006,HSIP Freedom Gnis_cultural_fe,1732893,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,South Gate Towne Center Shopping Center,,,,,,,,,,24262,,,http://egis3.lacounty.gov/lms/?p=24262,publish,33.9494588,-118.1634033,,2010/11/01 19:50:56+00,,6512112.70104764,1804027.62614532
-118.198126656202,33.9436259675272,22007,HSIP Freedom Gnis_cultural_fe,1732896,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Tweedy Marketplace Shopping Center,,,,,,,,,,24263,,,http://egis3.lacounty.gov/lms/?p=24263,publish,33.943626,-118.1981266,,2010/11/01 19:50:56+00,,6501577.50328605,1801923.88461789
-118.165348156725,33.9683473669868,22008,HSIP Freedom Gnis_cultural_fe,1732871,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Bell Gardens Marketplace Shopping Center,,,,,,,,,,24264,,,http://egis3.lacounty.gov/lms/?p=24264,publish,33.9683474,-118.1653481,,2010/11/01 19:50:56+00,,6511534.18153539,1810902.55005948
-118.150901756183,33.8758488670107,22009,HSIP Freedom Gnis_cultural_fe,1732872,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Bellflower Plaza Shopping Center,,,,,,,,,,24265,,,http://egis3.lacounty.gov/lms/?p=24265,publish,33.8758489,-118.1509017,,2010/11/01 19:50:56+00,,6515864.02031663,1777233.39397272
-118.152283486401,33.875671167345,22010,HSIP Freedom Gnis_cultural_fe,1732873,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Bellflower Towne Center Shopping Center,,,,,,,,,,24266,,,http://egis3.lacounty.gov/lms/?p=24266,publish,33.8756712,-118.15228343,,2011/04/23 17:16:55+00,,6515444.49753363,1777169.3573554
-118.288405755499,33.8425165673056,22011,HSIP Freedom Gnis_cultural_fe,1732930,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Alpine Village Shopping Center,,,,,,,,,,24268,,,http://egis3.lacounty.gov/lms/?p=24268,publish,33.8425166,-118.2884057,,2010/11/01 19:50:56+00,,6474089.8722378,1765194.19921914
-118.309794956447,33.8325163669964,22012,HSIP Freedom Gnis_cultural_fe,1732955,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Eastgate Plaza Shopping Center,,,,,,,,,,24269,,,http://egis3.lacounty.gov/lms/?p=24269,publish,33.8325164,-118.3097949,,2010/11/01 19:50:56+00,,6467583.39476521,1761574.2133489
-118.117289856377,33.9014036676446,22013,HSIP Freedom Gnis_cultural_fe,1763445,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Rosewood Center Shopping Center,,,,,,,,,,24270,,,http://egis3.lacounty.gov/lms/?p=24270,publish,33.9014037,-118.1172898,,2010/11/01 19:50:56+00,,6526077.78105706,1786519.77664664
-118.009444457018,33.9186110669232,22016,HSIP Freedom Gnis_cultural_fe,2104521,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Home Depot Shopping Center,,,,,,,,,,24273,,,http://egis3.lacounty.gov/lms/?p=24273,publish,33.9186111,-118.0094444,,2010/11/01 19:50:56+00,,6558804.93837164,1792761.3163289
-118.277570955635,33.7327965670708,22020,HSIP Freedom Gnis_cultural_fe,1733529,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Ports O' Call Village Shopping Center,,,,,,,,,,24278,,,http://egis3.lacounty.gov/lms/?p=24278,publish,33.7327966,-118.2775709,,2011/05/13 09:18:56+00,,6477269.81633721,1725254.91000339
-118.094232756701,33.8625152670156,22022,HSIP Freedom Gnis_cultural_fe,1732107,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Los Cerritos Shopping Center,,,,,,,,,,24280,,,http://egis3.lacounty.gov/lms/?p=24280,publish,33.8625153,-118.0942327,,2010/11/01 19:50:56+00,,6533061.37765414,1772359.99787964
-118.084233356611,33.9133475675668,22023,HSIP Freedom Gnis_cultural_fe,1724436,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Norwalk Shopping Center,,,,,,,,,,24281,,,http://egis3.lacounty.gov/lms/?p=24281,publish,33.9133476,-118.0842333,,2010/11/01 19:50:56+00,,6536112.68618405,1790856.38149048
-118.074510856223,33.918625167588,22024,HSIP Freedom Gnis_cultural_fe,1724442,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Paddison Square Shopping Center,,,,,,,,,,24282,,,http://egis3.lacounty.gov/lms/?p=24282,publish,33.9186252,-118.0745108,,2010/11/01 19:50:56+00,,6539064.06151488,1792774.69097406
-118.04478805626,33.9400133669808,22025,HSIP Freedom Gnis_cultural_fe,1724464,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Santa Fe Springs Plaza Shopping Center,,,,,,,,,,24283,,,http://egis3.lacounty.gov/lms/?p=24283,publish,33.9400134,-118.044788,,2010/11/01 19:50:56+00,,6548085.30364297,1800552.98480064
-118.115903057036,34.0777876670493,22040,HSIP Freedom Gnis_cultural_fe,238509,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Alhambra Valley Shopping Center,,,,,,,,,,24297,,,http://egis3.lacounty.gov/lms/?p=24297,publish,34.0777877,-118.115903,,2010/11/01 19:50:56+00,,6526572.62849255,1850709.06985573
-118.022566656682,34.0702872666475,22173,HSIP Freedom Gnis_cultural_fe,1654625,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,El Monte Shopping Center,,,,,,,,,,24435,,,http://egis3.lacounty.gov/lms/?p=24435,publish,34.0702873,-118.0225666,,2010/11/01 19:50:56+00,,6554836.10543005,1847960.06452698
-118.248987846011,34.0508859971735,22192,HSIP Freedom Gnis_cultural_fe,1682196,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Grand Central Market,,,,,,,,,,24454,,,http://egis3.lacounty.gov/lms/?p=24454,publish,34.05088603,-118.24898779,,2011/04/23 17:32:35+00,,6486247.75671464,1840992.21100864
-118.135070456983,34.0783432665765,22193,HSIP Freedom Gnis_cultural_fe,1744876,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Crawfords Corner Shopping Center,,,,,,,,,,24455,,,http://egis3.lacounty.gov/lms/?p=24455,publish,34.0783433,-118.1350704,,2010/11/01 19:50:56+00,,6520768.6391163,1850918.5087413
-118.297297756329,34.0638997665541,22194,HSIP Freedom Gnis_cultural_fe,1744828,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Chapman Plaza Shopping Center,,,,,,,,,,24456,,,http://egis3.lacounty.gov/lms/?p=24456,publish,34.0638998,-118.2972977,,2011/04/23 17:34:25+00,,6471627.92210922,1845767.91799265
-118.019233056436,34.0619541668315,22196,HSIP Freedom Gnis_cultural_fe,1732292,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Five Points Plaza Shopping Center,,,,,,,,,,24458,,,http://egis3.lacounty.gov/lms/?p=24458,publish,34.0619542,-118.019233,,2010/11/01 19:50:56+00,,6555845.09553805,1844927.27958205
-118.002058326779,34.150116606651,22197,HSIP Freedom Gnis_cultural_fe,1732296,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Foothill Park Plaza Shopping Center,,,,,,,,,,24459,,,http://egis3.lacounty.gov/lms/?p=24459,publish,34.15011664,-118.00205827,,2011/04/23 17:36:39+00,,6561047.58119605,1877010.68949647
-118.247019156158,34.1486186668091,22198,HSIP Freedom Gnis_cultural_fe,1732307,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Glendale Fashion Center Shopping Center,,,,,,,,,,24460,,,http://egis3.lacounty.gov/lms/?p=24460,publish,34.1486187,-118.2470191,,2010/11/01 19:50:56+00,,6486931.50764371,1876557.38659731
-118.258488236447,34.1448068766129,22199,HSIP Freedom Gnis_cultural_fe,1732308,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Glendale Galleria Shopping Center,,,,,,,,,,24461,,,http://egis3.lacounty.gov/lms/?p=24461,publish,34.14480691,-118.25848818,,2011/04/23 18:55:02+00,,6483457.82955173,1875178.93659832
-118.069790656822,34.1511177664418,22200,HSIP Freedom Gnis_cultural_fe,1732327,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Hastings Ranch Plaza Shopping Center,,,,,,,,,,24462,,,http://egis3.lacounty.gov/lms/?p=24462,publish,34.1511178,-118.0697906,,2010/11/01 19:50:56+00,,6540554.89121039,1877382.35279514
-118.186182456327,33.9866806673512,22201,HSIP Freedom Gnis_cultural_fe,1732382,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Maywood Village Square Shopping Center,,,,,,,,,,24463,,,http://egis3.lacounty.gov/lms/?p=24463,publish,33.9866807,-118.1861824,,2010/11/01 19:50:56+00,,6505229.25812164,1817585.45893773
-118.006455057024,34.1394511669159,22202,HSIP Freedom Gnis_cultural_fe,1732394,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Monrovia Shopping Center,,,,,,,,,,24464,,,http://egis3.lacounty.gov/lms/?p=24464,publish,34.1394512,-118.006455,,2010/11/01 19:50:56+00,,6559717.0671248,1873129.39706223
-118.106735756372,34.019178866918,22203,HSIP Freedom Gnis_cultural_fe,1732396,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Montebello Mart Shopping Center,,,,,,,,,,24465,,,http://egis3.lacounty.gov/lms/?p=24465,publish,34.0191789,-118.1067357,,2010/11/01 19:50:56+00,,6529326.01832697,1829377.12072182
-118.122847456472,34.0311229666485,22204,HSIP Freedom Gnis_cultural_fe,1732398,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Montebello Plaza Shopping Center,,,,,,,,,,24466,,,http://egis3.lacounty.gov/lms/?p=24466,publish,34.031123,-118.1228474,,2010/11/01 19:50:56+00,,6524448.97525956,1833729.38924822
-118.084235157114,34.035566967211,22205,HSIP Freedom Gnis_cultural_fe,1732399,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Montebello Town Center Shopping Center,,,,,,,,,,24467,,,http://egis3.lacounty.gov/lms/?p=24467,publish,34.035567,-118.0842351,,2010/11/01 19:50:56+00,,6536149.41117622,1835334.59798007
-118.095346556424,34.0333447668785,22206,HSIP Freedom Gnis_cultural_fe,1732400,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Montebello Town Square Shopping Center,,,,,,,,,,24468,,,http://egis3.lacounty.gov/lms/?p=24468,publish,34.0333448,-118.0953465,,2010/11/01 19:50:56+00,,6532782.19678205,1834528.90274106
-117.983120856591,34.1388957666143,22208,HSIP Freedom Gnis_cultural_fe,1732406,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Mountain Vista Plaza Shopping Center,,,,,,,,,,24470,,,http://egis3.lacounty.gov/lms/?p=24470,publish,34.1388958,-117.9831208,,2010/11/01 19:50:56+00,,6566777.94637571,1872927.64320065
-118.1328485572,34.1680618664973,22209,HSIP Freedom Gnis_cultural_fe,1732412,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,North Lake Square Shopping Center,,,,,,,,,,24471,,,http://egis3.lacounty.gov/lms/?p=24471,publish,34.1680619,-118.1328485,,2010/11/01 19:50:56+00,,6521484.61963972,1883567.84370498
-118.22451705593,33.988347667333,22210,HSIP Freedom Gnis_cultural_fe,1732418,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Pacific Center Shopping Center,,,,,,,,,,24472,,,http://egis3.lacounty.gov/lms/?p=24472,publish,33.9883477,-118.224517,,2010/11/01 19:50:56+00,,6493609.52217481,1818215.8540024
-118.07062375628,34.0741763670104,22212,HSIP Freedom Gnis_cultural_fe,1732450,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Rosemead Square Shopping Center,,,,,,,,,,24474,,,http://egis3.lacounty.gov/lms/?p=24474,publish,34.0741764,-118.0706237,,2010/11/01 19:50:56+00,,6540283.16176698,1849382.12795581
-118.087290657071,34.0019570670696,22214,HSIP Freedom Gnis_cultural_fe,1732430,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Pico Rivera Plaza Shopping Center,,,,,,,,,,24476,,,http://egis3.lacounty.gov/lms/?p=24476,publish,34.0019571,-118.0872906,,2010/11/01 19:50:56+00,,6535213.05773397,1823104.0742128
-118.192573256441,34.2016716669832,22215,HSIP Freedom Gnis_cultural_fe,1732436,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Plaza De La Canada Shopping Center,,,,,,,,,,24477,,,http://egis3.lacounty.gov/lms/?p=24477,publish,34.2016717,-118.1925732,,2010/11/01 19:50:56+00,,6503441.78269397,1895828.27981398
-118.133681356286,34.0630661670173,22216,HSIP Freedom Gnis_cultural_fe,1732536,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Landmark Shopping Center,,,,,,,,,,24478,,,http://egis3.lacounty.gov/lms/?p=24478,publish,34.0630662,-118.1336813,,2010/11/01 19:50:56+00,,6521181.88927406,1845358.32235515
-118.13340355664,34.0577886667665,22217,HSIP Freedom Gnis_cultural_fe,1732542,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Monterey Park Mall Shopping Center,,,,,,,,,,24479,,,http://egis3.lacounty.gov/lms/?p=24479,publish,34.0577887,-118.1334035,,2010/11/01 19:50:56+00,,6521263.47834972,1843437.62803382
-118.051456656555,34.1347293672384,22219,HSIP Freedom Gnis_cultural_fe,1732569,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Santa Anita Fashion Park Shopping Center,,,,,,,,,,24481,,,http://egis3.lacounty.gov/lms/?p=24481,publish,34.1347294,-118.0514566,,2010/11/01 19:50:56+00,,6546098.86568671,1871414.96971682
-118.314800556778,34.2602802665199,22220,HSIP Freedom Gnis_cultural_fe,1732607,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Sunland Mall Shopping Center,,,,,,,,,,24482,,,http://egis3.lacounty.gov/lms/?p=24482,publish,34.2602803,-118.3148005,,2010/11/01 19:50:56+00,,6466550.69046581,1917250.17889923
-118.236186156357,34.2230596668916,22221,HSIP Freedom Gnis_cultural_fe,1732616,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,The Marketplace Shopping Center,,,,,,,,,,24483,,,http://egis3.lacounty.gov/lms/?p=24483,publish,34.2230597,-118.2361861,,2010/11/01 19:50:56+00,,6490272.81887446,1903639.86261597
-118.037844257032,33.9811236673984,22224,HSIP Freedom Gnis_cultural_fe,1732078,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Village Square Shopping Center,,,,,,,,,,24486,,,http://egis3.lacounty.gov/lms/?p=24486,publish,33.9811237,-118.0378442,,2010/11/01 19:50:56+00,,6550197.11798888,1815513.04116656
-118.051455857059,33.9819571670738,22225,HSIP Freedom Gnis_cultural_fe,1732080,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Whittier Station Shopping Center,,,,,,,,,,24487,,,http://egis3.lacounty.gov/lms/?p=24487,publish,33.9819572,-118.0514558,,2010/11/01 19:50:56+00,,6546070.64986388,1815818.20197356
-118.056456356579,33.9986235669956,22226,HSIP Freedom Gnis_cultural_fe,1732055,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Model Plaza Shopping Center,,,,,,,,,,24488,,,http://egis3.lacounty.gov/lms/?p=24488,publish,33.9986236,-118.0564563,,2010/11/01 19:50:56+00,,6544558.0718523,1821884.26333223
-118.019788857205,34.1408401671776,22230,HSIP Freedom Gnis_cultural_fe,1732184,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Arcadia Specialty Center Shopping Center,,,,,,,,,,24493,,,http://egis3.lacounty.gov/lms/?p=24493,publish,34.1408402,-118.0197888,,2010/11/01 19:50:56+00,,6555682.40655898,1873635.40622081
-118.187571255898,33.9772363671894,22231,HSIP Freedom Gnis_cultural_fe,1732202,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Bell Palm Plaza Shopping Center,,,,,,,,,,24494,,,http://egis3.lacounty.gov/lms/?p=24494,publish,33.9772364,-118.1875712,,2010/11/01 19:50:56+00,,6504801.83148305,1814149.26895973
-118.066179356675,34.1325073671489,22233,HSIP Freedom Gnis_cultural_fe,1732274,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,El Rancho Santa Anita Shopping Center,,,,,,,,,,24496,,,http://egis3.lacounty.gov/lms/?p=24496,publish,34.1325074,-118.0661793,,2010/11/01 19:50:56+00,,6541643.0461863,1870608.9500034
-118.073123056874,33.973346367064,22235,HSIP Freedom Gnis_cultural_fe,1724462,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Santa Fe Springs Market Place Shopping Center,,,,,,,,,,24498,,,http://egis3.lacounty.gov/lms/?p=24498,publish,33.9733464,-118.073123,,2010/11/01 19:50:56+00,,6539499.60001388,1812688.62161855
-118.125826176425,34.0947565470589,22236,HSIP Freedom Gnis_cultural_fe,1732662,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Alhambra Place Shopping Center,,,,,,,,,,24499,,,http://egis3.lacounty.gov/lms/?p=24499,publish,34.09475658,-118.12582612,,2011/04/23 18:10:04+00,,6523575.44485439,1856887.97449264
-118.144237056059,34.0380673672626,22238,HSIP Freedom Gnis_cultural_fe,1732665,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Atlantic Square Shopping Center,,,,,,,,,,24501,,,http://egis3.lacounty.gov/lms/?p=24501,publish,34.0380674,-118.144237,,2010/11/01 19:50:56+00,,6517971.8021903,1836265.20110573
-118.29285345635,34.0997315668647,22240,HSIP Freedom Gnis_cultural_fe,1732758,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Barnsdall Square Shopping Center,,,,,,,,,,24503,,,http://egis3.lacounty.gov/lms/?p=24503,publish,34.0997316,-118.2928534,,2010/11/01 19:50:56+00,,6473011.95182148,1858803.78365314
-118.308686855941,34.0550111670967,22243,HSIP Freedom Gnis_cultural_fe,1732795,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Koreatown Plaza Shopping Center,,,,,,,,,,24507,,,http://egis3.lacounty.gov/lms/?p=24507,publish,34.0550112,-118.3086868,,2010/11/01 19:50:56+00,,6468168.58814864,1842543.59766965
-118.284796956633,34.0255683668633,22244,HSIP Freedom Gnis_cultural_fe,1732837,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,University Village Shopping Center,,,,,,,,,,24508,,,http://egis3.lacounty.gov/lms/?p=24508,publish,34.0255684,-118.2847969,,2010/11/01 19:50:56+00,,6475374.49991788,1831807.46428631
-118.310075656345,34.0425116671025,22245,HSIP Freedom Gnis_cultural_fe,1732841,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Western Plaza Shopping Center,,,,,,,,,,24509,,,http://egis3.lacounty.gov/lms/?p=24509,publish,34.0425117,-118.3100756,,2010/11/01 19:50:56+00,,6467733.88757446,1837996.10217148
-118.313687056461,34.0622329671547,22246,HSIP Freedom Gnis_cultural_fe,1732846,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Wilshire Gramercy Plaza Shopping Center,,,,,,,,,,24510,,,http://egis3.lacounty.gov/lms/?p=24510,publish,34.062233,-118.313687,,2010/11/01 19:50:56+00,,6466662.22567581,1845176.42639348
-118.14340435688,34.1452849664665,22247,HSIP Freedom Gnis_cultural_fe,1732918,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Plaza Pasadena Shopping Center,,,,,,,,,,24511,,,http://egis3.lacounty.gov/lms/?p=24511,publish,34.145285,-118.1434043,,2010/11/01 19:50:56+00,,6518279.74383163,1875283.31073339
-118.215122276361,34.138431216636,22248,HSIP Freedom Gnis_cultural_fe,1763001,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Eagle Rock Town Square Shopping Center,,,,,,,,,,24512,,,http://egis3.lacounty.gov/lms/?p=24512,publish,34.13843125,-118.21512222,,2011/04/23 18:26:06+00,,6496574.3705758,1872827.81039506
-118.089788017011,34.0632278565668,22249,HSIP Freedom Gnis_cultural_fe,1763258,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Beaches Shopping Center,,,,,,,,,,24513,,,http://egis3.lacounty.gov/lms/?p=24513,publish,34.06322789,-118.08978796,,2011/04/23 18:50:57+00,,6534476.03919488,1845402.38722764
-118.091735456533,34.0622324674024,22250,HSIP Freedom Gnis_cultural_fe,1763261,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Garvey Square Shopping Center,,,,,,,,,,24514,,,http://egis3.lacounty.gov/lms/?p=24514,publish,34.0622325,-118.0917354,,2010/11/01 19:50:56+00,,6533885.88322297,1845040.67863348
-118.314243856451,34.1622287665008,22251,HSIP Freedom Gnis_cultural_fe,1763270,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Rancho Marketplace Shopping Center,,,,,,,,,,24515,,,http://egis3.lacounty.gov/lms/?p=24515,publish,34.1622288,-118.3142438,,2010/11/01 19:50:56+00,,6466607.34947322,1881567.11082982
-118.07645735713,34.0816761672461,22252,HSIP Freedom Gnis_cultural_fe,1763273,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Universal Square Shopping Center,,,,,,,,,,24516,,,http://egis3.lacounty.gov/lms/?p=24516,publish,34.0816762,-118.0764573,,2010/11/01 19:50:56+00,,6538518.63281572,1852112.73962057
-118.108402556088,34.0116791674119,22260,HSIP Freedom Gnis_cultural_fe,1878457,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Crawfords Shopping Center,,,,,,,,,,24524,,,http://egis3.lacounty.gov/lms/?p=24524,publish,34.0116792,-118.1084025,,2010/11/01 19:50:56+00,,6528817.98194148,1826648.37092997
-118.244444456695,34.1547221663441,22264,HSIP Freedom Gnis_cultural_fe,2084446,Private Industry,Shopping Centers,,US Geological Survey (USGS) & LA County,Glendale Plaza Shopping Center,,,,,,,,,,24528,,,http://egis3.lacounty.gov/lms/?p=24528,publish,34.1547222,-118.2444444,,2010/11/01 19:50:56+00,,6487715.91617988,1878776.65053147
